userId,movieId,rating,timestamp,title,genres
1,16,4.0,1217897793,Casino (1995),"['Crime', 'Drama']"
9,16,4.0,842686699,Casino (1995),"['Crime', 'Drama']"
24,16,4.0,963468757,Casino (1995),"['Crime', 'Drama']"
29,16,3.0,836820223,Casino (1995),"['Crime', 'Drama']"
47,16,4.0,853361808,Casino (1995),"['Crime', 'Drama']"
60,16,4.0,1162941904,Casino (1995),"['Crime', 'Drama']"
62,16,4.5,1267576909,Casino (1995),"['Crime', 'Drama']"
88,16,3.5,1180879072,Casino (1995),"['Crime', 'Drama']"
104,16,3.0,836834993,Casino (1995),"['Crime', 'Drama']"
109,16,5.0,919144331,Casino (1995),"['Crime', 'Drama']"
113,16,4.0,1209267397,Casino (1995),"['Crime', 'Drama']"
122,16,4.0,1024805447,Casino (1995),"['Crime', 'Drama']"
128,16,4.0,1262377778,Casino (1995),"['Crime', 'Drama']"
137,16,4.5,1205621478,Casino (1995),"['Crime', 'Drama']"
149,16,5.0,855910091,Casino (1995),"['Crime', 'Drama']"
164,16,4.5,1440813837,Casino (1995),"['Crime', 'Drama']"
167,16,4.0,1446588976,Casino (1995),"['Crime', 'Drama']"
177,16,3.5,1074041824,Casino (1995),"['Crime', 'Drama']"
188,16,5.0,879099946,Casino (1995),"['Crime', 'Drama']"
192,16,1.0,1002134886,Casino (1995),"['Crime', 'Drama']"
205,16,4.0,839439049,Casino (1995),"['Crime', 'Drama']"
207,16,5.0,992198944,Casino (1995),"['Crime', 'Drama']"
213,16,4.0,1111501899,Casino (1995),"['Crime', 'Drama']"
224,16,4.5,1390075680,Casino (1995),"['Crime', 'Drama']"
234,16,4.0,901930542,Casino (1995),"['Crime', 'Drama']"
235,16,3.0,953677830,Casino (1995),"['Crime', 'Drama']"
236,16,3.0,1119981079,Casino (1995),"['Crime', 'Drama']"
238,16,4.0,1082152385,Casino (1995),"['Crime', 'Drama']"
261,16,2.5,1138112663,Casino (1995),"['Crime', 'Drama']"
268,16,0.5,1227219917,Casino (1995),"['Crime', 'Drama']"
269,16,4.0,1293105819,Casino (1995),"['Crime', 'Drama']"
303,16,3.0,976999414,Casino (1995),"['Crime', 'Drama']"
310,16,3.0,1129193878,Casino (1995),"['Crime', 'Drama']"
326,16,3.0,844184424,Casino (1995),"['Crime', 'Drama']"
330,16,4.0,1021830247,Casino (1995),"['Crime', 'Drama']"
354,16,4.0,1018640608,Casino (1995),"['Crime', 'Drama']"
364,16,4.0,1111637009,Casino (1995),"['Crime', 'Drama']"
366,16,2.0,1084816450,Casino (1995),"['Crime', 'Drama']"
376,16,3.0,942188917,Casino (1995),"['Crime', 'Drama']"
386,16,3.0,1223297406,Casino (1995),"['Crime', 'Drama']"
399,16,5.0,945154242,Casino (1995),"['Crime', 'Drama']"
403,16,4.0,1224525763,Casino (1995),"['Crime', 'Drama']"
405,16,4.5,1302326007,Casino (1995),"['Crime', 'Drama']"
409,16,5.0,1292705098,Casino (1995),"['Crime', 'Drama']"
413,16,3.0,1379077697,Casino (1995),"['Crime', 'Drama']"
416,16,4.0,844956649,Casino (1995),"['Crime', 'Drama']"
422,16,3.0,1071634567,Casino (1995),"['Crime', 'Drama']"
434,16,4.5,1241448185,Casino (1995),"['Crime', 'Drama']"
438,16,4.5,1224532761,Casino (1995),"['Crime', 'Drama']"
458,16,3.5,1162753449,Casino (1995),"['Crime', 'Drama']"
459,16,3.0,845305997,Casino (1995),"['Crime', 'Drama']"
461,16,4.0,1193063831,Casino (1995),"['Crime', 'Drama']"
469,16,4.0,865534163,Casino (1995),"['Crime', 'Drama']"
473,16,5.0,836972934,Casino (1995),"['Crime', 'Drama']"
475,16,4.0,1305360005,Casino (1995),"['Crime', 'Drama']"
493,16,4.0,1218333448,Casino (1995),"['Crime', 'Drama']"
499,16,4.0,1289513779,Casino (1995),"['Crime', 'Drama']"
534,16,4.0,916850645,Casino (1995),"['Crime', 'Drama']"
541,16,5.0,1004508031,Casino (1995),"['Crime', 'Drama']"
549,16,3.5,1219552371,Casino (1995),"['Crime', 'Drama']"
558,16,2.0,842182159,Casino (1995),"['Crime', 'Drama']"
563,16,5.0,1112208674,Casino (1995),"['Crime', 'Drama']"
567,16,4.0,1129522356,Casino (1995),"['Crime', 'Drama']"
569,16,4.5,1245981854,Casino (1995),"['Crime', 'Drama']"
575,16,4.0,939808124,Casino (1995),"['Crime', 'Drama']"
576,16,4.0,1445451196,Casino (1995),"['Crime', 'Drama']"
584,16,4.0,944926048,Casino (1995),"['Crime', 'Drama']"
603,16,3.0,862156173,Casino (1995),"['Crime', 'Drama']"
615,16,3.0,955124672,Casino (1995),"['Crime', 'Drama']"
625,16,1.0,1085175088,Casino (1995),"['Crime', 'Drama']"
627,16,4.0,1237934011,Casino (1995),"['Crime', 'Drama']"
628,16,3.5,1112473975,Casino (1995),"['Crime', 'Drama']"
659,16,3.0,1394688272,Casino (1995),"['Crime', 'Drama']"
668,16,3.0,1025858458,Casino (1995),"['Crime', 'Drama']"
1,32,4.0,1217896246,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
4,32,5.0,950323750,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
7,32,5.0,1322058768,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
8,32,3.0,858610933,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
9,32,3.0,842686434,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
16,32,5.0,842888389,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
22,32,2.5,1111575931,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
29,32,4.0,836817809,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
42,32,0.5,1399112422,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
44,32,4.0,1225240138,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
47,32,4.0,843154388,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
54,32,4.0,1146934883,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
60,32,4.5,1162942411,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
61,32,4.5,1058834494,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
62,32,3.5,1267425280,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
63,32,4.0,1299506031,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
66,32,4.0,1041612913,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
69,32,5.0,1121104686,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
71,32,4.5,1063749921,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
72,32,4.0,877801563,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
74,32,2.0,1112225097,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
77,32,3.5,1085069069,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
87,32,4.5,1173620675,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
88,32,5.0,1040271804,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
89,32,3.0,1328923571,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
102,32,5.0,975787291,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']"
